Entity,Year,Estimated maternal mortality ratio,Population (historical)
Data source:,https://ourworldindata.org/grapher/the-maternal-mortality-ratio-in-2000-and-2017,https://ourworldindata.org/grapher/the-maternal-mortality-ratio-in-2000-and-2017,https://ourworldindata.org/grapher/the-maternal-mortality-ratio-in-2000-and-2017
AFG,1985,1910.3416,11426855
AFG,1986,1602.9429,11420074
AFG,1987,1586.7214,11387824
AFG,1988,1413.9326,11523299
AFG,1989,1382.7299,11874088
AFG,1990,1377.8586,12045664
AFG,1991,1392.7859,12238879
AFG,1992,1451.594,13278982
AFG,1993,1368.8162,14943174
AFG,1994,1375.0907,16250799
AFG,1995,1400.8431,17065836
AFG,1996,1375.5121,17763265
AFG,1997,1365.2854,18452100
AFG,1998,1459.2817,19159996
AFG,1999,1359.217,19887791
AFG,2000,1346.1442,20130334
AFG,2001,1273.4314,20284303
AFG,2002,1277.308,21378123
AFG,2003,1196.0907,22733054
AFG,2004,1114.8872,23560656
AFG,2005,1102.8097,24404574
AFG,2006,1044.4003,25424100
AFG,2007,1023.4955,25909852
AFG,2008,962.3215,26482629
AFG,2009,913.03577,27466101
AFG,2010,898.6692,28284088
AFG,2011,883.7139,29347709
AFG,2012,833.4772,30560036
AFG,2013,820.68536,31622708
AFG,2014,785.35406,32792527
AFG,2015,775.6927,33831765
AFG,2016,749.8157,34700614
AFG,2017,681.80756,35688942
AFG,2018,663.4275,36743040
AFG,2019,644.2726,37856126
AFG,2020,620.40753,39068978
AFG,-10000,,14737
AFG,-9000,,20405
AFG,-8000,,28253
AFG,-7000,,39120
AFG,-6000,,54166
AFG,-5000,,75000
AFG,-4000,,306250
AFG,-3000,,537500
AFG,-2000,,768750
AFG,-1000,,1000000
AFG,0,,2000000
AFG,100,,2250000
AFG,200,,2500000
AFG,300,,2500000
AFG,400,,2500000
AFG,500,,2500000
AFG,600,,2500000
AFG,700,,2425000
AFG,800,,2350000
AFG,900,,2300000
AFG,1000,,2250000
AFG,1100,,2375000
AFG,1200,,2500000
AFG,1300,,1750000
AFG,1400,,1875000
AFG,1500,,2000000
AFG,1600,,2500000
AFG,1700,,2500000
AFG,1710,,2561625
AFG,1720,,2619844
AFG,1730,,2679386
AFG,1740,,2740281
AFG,1750,,2802560
AFG,1760,,2866255
AFG,1770,,2931397
AFG,1780,,2998019
AFG,1790,,3066156
AFG,1800,,3280000
AFG,1801,,3280000
AFG,1802,,3280000
AFG,1803,,3280000
AFG,1804,,3280000
AFG,1805,,3280000
AFG,1806,,3280000
AFG,1807,,3280000
AFG,1808,,3280000
AFG,1809,,3280000
AFG,1810,,3280000
AFG,1811,,3280000
AFG,1812,,3280000
AFG,1813,,3280000
AFG,1814,,3280000
AFG,1815,,3280000
AFG,1816,,3280000
AFG,1817,,3280000
AFG,1818,,3280000
AFG,1819,,3282935
AFG,1820,,3288817
AFG,1821,,3297661
AFG,1822,,3309479
AFG,1823,,3324285
AFG,1824,,3339157
AFG,1825,,3354095
AFG,1826,,3369101
AFG,1827,,3384173
AFG,1828,,3399313
AFG,1829,,3414520
AFG,1830,,3429796
AFG,1831,,3445140
AFG,1832,,3460553
AFG,1833,,3476034
AFG,1834,,3491585
AFG,1835,,3507205
AFG,1836,,3522896
AFG,1837,,3538656
AFG,1838,,3554487
AFG,1839,,3570389
AFG,1840,,3586362
AFG,1841,,3602406
AFG,1842,,3618522
AFG,1843,,3634711
AFG,1844,,3650971
AFG,1845,,3667305
AFG,1846,,3683711
AFG,1847,,3700191
AFG,1848,,3716745
AFG,1849,,3734342
AFG,1850,,3752993
AFG,1851,,3767956
AFG,1852,,3783940
AFG,1853,,3800954
AFG,1854,,3818038
AFG,1855,,3835192
AFG,1856,,3852417
AFG,1857,,3869714
AFG,1858,,3887081
AFG,1859,,3904521
AFG,1860,,3922032
AFG,1861,,3939616
AFG,1862,,3957271
AFG,1863,,3975000
AFG,1864,,3992801
AFG,1865,,4010675
AFG,1866,,4028623
AFG,1867,,4046645
AFG,1868,,4064740
AFG,1869,,4082915
AFG,1870,,4101170
AFG,1871,,4119504
AFG,1872,,4137920
AFG,1873,,4156416
AFG,1874,,4174988
AFG,1875,,4193635
AFG,1876,,4212359
AFG,1877,,4231159
AFG,1878,,4250036
AFG,1879,,4268990
AFG,1880,,4288021
AFG,1881,,4307129
AFG,1882,,4326316
AFG,1883,,4345580
AFG,1884,,4364922
AFG,1885,,4384343
AFG,1886,,4403843
AFG,1887,,4423422
AFG,1888,,4443080
AFG,1889,,4462817
AFG,1890,,4482635
AFG,1891,,4502532
AFG,1892,,4522510
AFG,1893,,4542568
AFG,1894,,4562708
AFG,1895,,4582928
AFG,1896,,4603230
AFG,1897,,4623613
AFG,1898,,4644079
AFG,1899,,4672084
AFG,1900,,4707744
AFG,1901,,4751177
AFG,1902,,4802500
AFG,1903,,4861833
AFG,1904,,4921891
AFG,1905,,4982681
AFG,1906,,5044212
AFG,1907,,5106495
AFG,1908,,5169536
AFG,1909,,5300178
AFG,1910,,5504191
AFG,1911,,5787792
AFG,1912,,6157669
AFG,1913,,6621025
AFG,1914,,7119235
AFG,1915,,7654918
AFG,1916,,8230894
AFG,1917,,8850190
AFG,1918,,9529174
AFG,1919,,9976355
AFG,1920,,10188845
AFG,1921,,10162753
AFG,1922,,9893152
AFG,1923,,9374030
AFG,1924,,8882148
AFG,1925,,8416077
AFG,1926,,7974462
AFG,1927,,7556019
AFG,1928,,7159534
AFG,1929,,6851115
AFG,1930,,6626142
AFG,1931,,6480237
AFG,1932,,6409250
AFG,1933,,6409250
AFG,1934,,6409250
AFG,1935,,6409250
AFG,1936,,6409250
AFG,1937,,6409250
AFG,1938,,6409250
AFG,1939,,6428903
AFG,1940,,6468510
AFG,1941,,6528377
AFG,1942,,6608815
AFG,1943,,6710138
AFG,1944,,6813016
AFG,1945,,6917471
AFG,1946,,7023527
AFG,1947,,7131209
AFG,1948,,7240542
AFG,1949,,7356890
AFG,1950,,7776182
AFG,1951,,7879343
AFG,1952,,7987783
AFG,1953,,8096703
AFG,1954,,8207953
AFG,1955,,8326981
AFG,1956,,8454302
AFG,1957,,8588340
AFG,1958,,8723412
AFG,1959,,8869271
AFG,1960,,9035048
AFG,1961,,9214082
AFG,1962,,9404411
AFG,1963,,9604491
AFG,1964,,9814318
AFG,1965,,10036003
AFG,1966,,10266397
AFG,1967,,10505961
AFG,1968,,10756924
AFG,1969,,11017417
AFG,1970,,11290135
AFG,1971,,11567672
AFG,1972,,11853697
AFG,1973,,12158000
AFG,1974,,12469127
AFG,1975,,12773967
AFG,1976,,13059861
AFG,1977,,13340758
AFG,1978,,13611445
AFG,1979,,13655572
AFG,1980,,13169312
AFG,1981,,11937587
AFG,1982,,10991382
AFG,1983,,10917986
AFG,1984,,11190220
AFG,2021,,40000411
AFG,2022,,40578846
AFG,2023,,41454762
Africa,1985,904.12787,559664031
Africa,1986,883.0753,575967283
Africa,1987,910.0019,592601301
Africa,1988,891.8916,609387686
Africa,1989,855.7746,626359180
Africa,1990,850.2305,643775320
Africa,1991,841.73444,661103806
Africa,1992,866.1556,678558076
Africa,1993,856.23834,696621727
Africa,1994,823.5976,714502658
Africa,1995,801.83624,732695476
Africa,1996,797.6708,751473728
Africa,1997,782.36926,770384702
Africa,1998,804.2737,789981698
Africa,1999,739.20233,810079818
Africa,2000,718.27704,830582806
Africa,2001,705.3272,851690329
Africa,2002,693.0872,873411364
Africa,2003,668.66144,895734453
Africa,2004,652.9853,918778450
Africa,2005,637.11426,942546623
Africa,2006,619.8853,966932346
Africa,2007,612.1508,992055831
Africa,2008,607.92004,1018065513
Africa,2009,596.21136,1044777740
Africa,2010,583.7752,1072216718
Africa,2011,559.29346,1100148882
Africa,2012,544.303,1128843697
Africa,2013,535.6901,1158780551
Africa,2014,527.43317,1189220573
Africa,2015,511.48804,1220075728
Africa,2016,504.60132,1251208654
Africa,2017,496.15768,1282902302
Africa,2018,487.91956,1315409965
Africa,2019,478.50125,1348005687
Africa,2020,464.0011,1380821355
Africa,-10000,,1118546
Africa,-9000,,1214579
Africa,-8000,,1355402
Africa,-7000,,1563759
Africa,-6000,,1874767
Africa,-5000,,2343001
Africa,-4000,,3153796
Africa,-3000,,4916388
Africa,-2000,,6982659
Africa,-1000,,9924016
Africa,0,,15759611
Africa,100,,17143598
Africa,200,,18720165
Africa,300,,19687502
Africa,400,,20957788
Africa,500,,22481835
Africa,600,,24495417
Africa,700,,28088206
Africa,800,,32646756
Africa,900,,36652028
Africa,1000,,40754096
Africa,1100,,43329078
Africa,1200,,46424649
Africa,1300,,51825234
Africa,1400,,55714604
Africa,1500,,59497753
Africa,1555,,64474710
Africa,1600,,69451667
Africa,1640,,74462104
Africa,1700,,79472542
Africa,1710,,78950470
Africa,1720,,79203558
Africa,1730,,79520498
Africa,1740,,79902000
Africa,1750,,80349715
Africa,1760,,80866461
Africa,1770,,81456617
Africa,1780,,82126790
Africa,1785,,82381934
Africa,1788,,82637079
Africa,1790,,82892223
Africa,1800,,81273172
Africa,1801,,81378197
Africa,1802,,81484588
Africa,1803,,81592351
Africa,1804,,81701503
Africa,1805,,81812061
Africa,1806,,81924029
Africa,1807,,82037425
Africa,1808,,82152271
Africa,1809,,82268577
Africa,1810,,82387585
Africa,1811,,82515959
Africa,1812,,82655601
Africa,1813,,82806647
Africa,1814,,82969493
Africa,1815,,83144278
Africa,1816,,83331163
Africa,1817,,83530303
Africa,1818,,83741849
Africa,1819,,84037482
Africa,1820,,84418699
Africa,1821,,84896601
Africa,1822,,85462636
Africa,1823,,86142885
Africa,1824,,86843609
Africa,1825,,87565137
Africa,1826,,88307785
Africa,1827,,89071893
Africa,1828,,89857801
Africa,1829,,90666142
Africa,1830,,91497291
Africa,1831,,92352331
Africa,1832,,93221742
Africa,1833,,94105808
Africa,1834,,95004472
Africa,1835,,95918027
Africa,1836,,96846733
Africa,1837,,97790863
Africa,1838,,98750710
Africa,1839,,99745866
Africa,1840,,100777177
Africa,1841,,101844538
Africa,1842,,102949818
Africa,1843,,104093942
Africa,1844,,105258529
Africa,1845,,106444013
Africa,1846,,107650802
Africa,1847,,108879329
Africa,1848,,110130035
Africa,1849,,111271621
Africa,1850,,112301163
Africa,1851,,112964625
Africa,1852,,113506374
Africa,1853,,113925748
Africa,1854,,114348862
Africa,1855,,114775726
Africa,1856,,115206465
Africa,1857,,115641146
Africa,1858,,116079843
Africa,1859,,116531294
Africa,1860,,116995450
Africa,1861,,117468679
Africa,1862,,117954363
Africa,1863,,118452604
Africa,1864,,118954681
Africa,1865,,119460616
Africa,1866,,119970440
Africa,1867,,120484192
Africa,1868,,121001894
Africa,1869,,121535848
Africa,1870,,122086255
Africa,1871,,122649582
Africa,1872,,123231396
Africa,1873,,123830278
Africa,1874,,124434132
Africa,1875,,125042995
Africa,1876,,125656913
Africa,1877,,126275921
Africa,1878,,126900066
Africa,1879,,127539564
Africa,1880,,128194527
Africa,1881,,128863890
Africa,1882,,129548955
Africa,1883,,130249836
Africa,1884,,130956522
Africa,1885,,131669056
Africa,1886,,132387485
Africa,1887,,133111879
Africa,1888,,133842280
Africa,1889,,134489847
Africa,1890,,135054738
Africa,1891,,135539040
Africa,1892,,135941070
Africa,1893,,136260909
Africa,1894,,136587590
Africa,1895,,136921163
Africa,1896,,137261683
Africa,1897,,137609187
Africa,1898,,137963724
Africa,1899,,138345391
Africa,1900,,138755559
Africa,1901,,139195205
Africa,1902,,139666271
Africa,1903,,140170120
Africa,1904,,140688001
Africa,1905,,141220048
Africa,1906,,141766391
Africa,1907,,142327180
Africa,1908,,142902543
Africa,1909,,143483346
Africa,1910,,144068383
Africa,1911,,144655670
Africa,1912,,145245400
Africa,1913,,145835662
Africa,1914,,146434524
Africa,1915,,147042086
Africa,1916,,147658424
Africa,1917,,148283643
Africa,1918,,148892208
Africa,1919,,149751440
Africa,1920,,150865200
Africa,1921,,152239781
Africa,1922,,153876862
Africa,1923,,155780482
Africa,1924,,157712366
Africa,1925,,159672951
Africa,1926,,161662674
Africa,1927,,163681990
Africa,1928,,165731367
Africa,1929,,167813287
Africa,1930,,169928217
Africa,1931,,172076932
Africa,1932,,174259628
Africa,1933,,176476818
Africa,1934,,178726971
Africa,1935,,181010603
Africa,1936,,183328236
Africa,1937,,185680386
Africa,1938,,188067589
Africa,1939,,190609541
Africa,1940,,193310936
Africa,1941,,196179606
Africa,1942,,199217449
Africa,1943,,202429523
Africa,1944,,205701845
Africa,1945,,209035597
Africa,1946,,212431973
Africa,1947,,215892205
Africa,1948,,219417537
Africa,1949,,223283535
Africa,1950,,227776838
Africa,1951,,232557383
Africa,1952,,237539907
Africa,1953,,242685413
Africa,1954,,248006202
Africa,1955,,253538227
Africa,1956,,259271778
Africa,1957,,265129071
Africa,1958,,271042087
Africa,1959,,277271966
Africa,1960,,283922289
Africa,1961,,290814083
Africa,1962,,297959967
Africa,1963,,305371382
Africa,1964,,313060731
Africa,1965,,321013569
Africa,1966,,329252360
Africa,1967,,337851070
Africa,1968,,346800965
Africa,1969,,356032572
Africa,1970,,365552194
Africa,1971,,375326467
Africa,1972,,385312221
Africa,1973,,395821972
Africa,1974,,406870347
Africa,1975,,418433494
Africa,1976,,430496972
Africa,1977,,442660474
Africa,1978,,455539246
Africa,1979,,469198447
Africa,1980,,483051703
Africa,1981,,497620997
Africa,1982,,512958818
Africa,1983,,528232712
Africa,1984,,543638102
Africa,2021,,1413753270
Africa,2022,,1446883817
Africa,2023,,1480770740
Africa (UN),1950,,227776419
Africa (UN),1951,,232556971
Africa (UN),1952,,237539544
Africa (UN),1953,,242685066
Africa (UN),1954,,248005818
Africa (UN),1955,,253537850
Africa (UN),1956,,259271439
Africa (UN),1957,,265128663
Africa (UN),1958,,271041739
Africa (UN),1959,,277271607
Africa (UN),1960,,283921952
Africa (UN),1961,,290813750
Africa (UN),1962,,297959631
Africa (UN),1963,,305371042
Africa (UN),1964,,313060398
Africa (UN),1965,,321013250
Africa (UN),1966,,329251993
Africa (UN),1967,,337850713
Africa (UN),1968,,346800643
Africa (UN),1969,,356032260
Africa (UN),1970,,365551874
Africa (UN),1971,,375326099
Africa (UN),1972,,385311883
Africa (UN),1973,,395821648
Africa (UN),1974,,406869977
Africa (UN),1975,,418433160
Africa (UN),1976,,430496629
Africa (UN),1977,,442660133
Africa (UN),1978,,455538925
Africa (UN),1979,,469198175
Africa (UN),1980,,483051387
Africa (UN),1981,,497620643
Africa (UN),1982,,512958551
Africa (UN),1983,,528232408
Africa (UN),1984,,543637781
Africa (UN),1985,,559663771
Africa (UN),1986,,575967004
Africa (UN),1987,,592601033
Africa (UN),1988,,609387393
Africa (UN),1989,,626358876
Africa (UN),1990,,643775030
Africa (UN),1991,,661103507
Africa (UN),1992,,678557822
Africa (UN),1993,,696621490
Africa (UN),1994,,714502385
Africa (UN),1995,,732695149
Africa (UN),1996,,751473491
Africa (UN),1997,,770384412
Africa (UN),1998,,789981456
Africa (UN),1999,,810079553
Africa (UN),2000,,830582527
Africa (UN),2001,,851690082
Africa (UN),2002,,873411063
Africa (UN),2003,,895734225
Africa (UN),2004,,918778215
Africa (UN),2005,,942546391
Africa (UN),2006,,966932135
Africa (UN),2007,,992055602
Africa (UN),2008,,1018065273
Africa (UN),2009,,1044777532
Africa (UN),2010,,1072216499
Africa (UN),2011,,1100148605
Africa (UN),2012,,1128843456
Africa (UN),2013,,1158780288
Africa (UN),2014,,1189220347
Africa (UN),2015,,1220075494
Africa (UN),2016,,1251208463
Africa (UN),2017,,1282902108
Africa (UN),2018,,1315409781
Africa (UN),2019,,1348005491
Africa (UN),2020,,1380821159
Africa (UN),2021,,1413753053
Africa (UN),2022,,1446883651
Africa (UN),2023,,1480770527
Akrotiri and Dhekelia,1800,,3710
Akrotiri and Dhekelia,2005,,15700
Akrotiri and Dhekelia,2008,,15700
ALB,1985,47.698692,3026245
ALB,1986,41.96449,3087659
ALB,1987,39.203156,3148843
ALB,1988,36.728065,3212924
ALB,1989,34.94203,3260370
ALB,1990,32.874947,3277964
ALB,1991,29.07421,3282607
ALB,1992,27.674513,3282506
ALB,1993,26.515451,3277830
ALB,1994,24.24055,3269417
ALB,1995,22.034124,3258571
ALB,1996,18.68523,3245681
ALB,1997,18.388054,3229665
ALB,1998,15.522337,3210133
ALB,1999,14.890729,3188596
ALB,2000,14.326414,3166147
ALB,2001,12.525534,3147941
ALB,2002,12.407263,3134094
ALB,2003,12.1191635,3118092
ALB,2004,10.631596,3098663
ALB,2005,10.830499,3076155
ALB,2006,10.76677,3050804
ALB,2007,10.195825,3022887
ALB,2008,9.739404,2992933
ALB,2009,9.097263,2961487
ALB,2010,8.516676,2928730
ALB,2011,8.045227,2911500
ALB,2012,7.796703,2910003
ALB,2013,7.2153625,2907570
ALB,2014,7.0098605,2903748
ALB,2015,6.878285,2898634
ALB,2016,6.6560845,2897868
ALB,2017,6.689698,2898247
ALB,2018,5.4292927,2894231
ALB,2019,5.305023,2885012
ALB,2020,8.276446,2871951
ALB,-10000,,1199
ALB,-9000,,1999
ALB,-8000,,3332
ALB,-7000,,5554
ALB,-6000,,9256
ALB,-5000,,15428
ALB,-4000,,25713
ALB,-3000,,42855
ALB,-2000,,71426
ALB,-1000,,119043
ALB,0,,198405
ALB,100,,198604
ALB,200,,198803
ALB,300,,199002
ALB,400,,199201
ALB,500,,199400
ALB,600,,199600
ALB,700,,199800
ALB,800,,200000
ALB,900,,200000
ALB,1000,,200000
ALB,1100,,200000
ALB,1200,,200000
ALB,1300,,200000
ALB,1400,,200000
ALB,1500,,200000
ALB,1600,,200000
ALB,1700,,300000
ALB,1710,,311416
ALB,1720,,322833
ALB,1730,,334250
ALB,1740,,345666
ALB,1750,,357083
ALB,1760,,368500
ALB,1770,,379916
ALB,1780,,391333
ALB,1790,,402750
ALB,1800,,400000
ALB,1801,,401773
ALB,1802,,403554
ALB,1803,,405343
ALB,1804,,407140
ALB,1805,,408945
ALB,1806,,410758
ALB,1807,,412579
ALB,1808,,414408
ALB,1809,,416246
ALB,1810,,418099
ALB,1811,,419953
ALB,1812,,421814
ALB,1813,,423684
ALB,1814,,425563
ALB,1815,,427449
ALB,1816,,429344
ALB,1817,,431248
ALB,1818,,433159
ALB,1819,,435086
ALB,1820,,437026
ALB,1821,,438981
ALB,1822,,440950
ALB,1823,,442934
ALB,1824,,444927
ALB,1825,,446929
ALB,1826,,448940
ALB,1827,,450959
ALB,1828,,452988
ALB,1829,,455027
ALB,1830,,457074
ALB,1831,,459130
ALB,1832,,461196
ALB,1833,,463271
ALB,1834,,465356
ALB,1835,,467449
ALB,1836,,469552
ALB,1837,,471665
ALB,1838,,473787
ALB,1839,,475919
ALB,1840,,478060
ALB,1841,,480211
ALB,1842,,482372
ALB,1843,,484542
ALB,1844,,486722
ALB,1845,,488912
ALB,1846,,491112
ALB,1847,,493321
ALB,1848,,495541
ALB,1849,,498261
ALB,1850,,501490
ALB,1851,,505313
ALB,1852,,509659
ALB,1853,,514536
ALB,1854,,519460
ALB,1855,,524430
ALB,1856,,529449
ALB,1857,,534515
ALB,1858,,539629
ALB,1859,,544793
ALB,1860,,550006
ALB,1861,,555269
ALB,1862,,560582
ALB,1863,,565946
ALB,1864,,571361
ALB,1865,,576828
ALB,1866,,582348
ALB,1867,,587920
ALB,1868,,593546
ALB,1869,,599215
ALB,1870,,604928
ALB,1871,,610685
ALB,1872,,616487
ALB,1873,,622333
ALB,1874,,628235
ALB,1875,,634193
ALB,1876,,640208
ALB,1877,,646279
ALB,1878,,652408
ALB,1879,,658596
ALB,1880,,664842
ALB,1881,,671147
ALB,1882,,677511
ALB,1883,,683937
ALB,1884,,690423
ALB,1885,,696970
ALB,1886,,703580
ALB,1887,,710252
ALB,1888,,716988
ALB,1889,,723850
ALB,1890,,730840
ALB,1891,,737961
ALB,1892,,745214
ALB,1893,,752600
ALB,1894,,760060
ALB,1895,,767593
ALB,1896,,775202
ALB,1897,,782885
ALB,1898,,790645
ALB,1899,,798342
ALB,1900,,805974
ALB,1901,,813539
ALB,1902,,821036
ALB,1903,,828461
ALB,1904,,835954
ALB,1905,,843514
ALB,1906,,851143
ALB,1907,,858841
ALB,1908,,866609
ALB,1909,,874016
ALB,1910,,881057
ALB,1911,,887724
ALB,1912,,894013
ALB,1913,,899917
ALB,1914,,905859
ALB,1915,,911841
ALB,1916,,917862
ALB,1917,,923923
ALB,1918,,929879
ALB,1919,,935646
ALB,1920,,941221
ALB,1921,,946603
ALB,1922,,951788
ALB,1923,,956775
ALB,1924,,961788
ALB,1925,,966828
ALB,1926,,971893
ALB,1927,,976986
ALB,1928,,982104
ALB,1929,,988255
ALB,1930,,995454
ALB,1931,,1003716
ALB,1932,,1013057
ALB,1933,,1023495
ALB,1934,,1034040
ALB,1935,,1044694
ALB,1936,,1055458
ALB,1937,,1066333
ALB,1938,,1077319
ALB,1939,,1088816
ALB,1940,,1100833
ALB,1941,,1113381
ALB,1942,,1126469
ALB,1943,,1140109
ALB,1944,,1153914
ALB,1945,,1167887
ALB,1946,,1182028
ALB,1947,,1196341
ALB,1948,,1210827
ALB,1949,,1229519
ALB,1950,,1247854
ALB,1951,,1276364
ALB,1952,,1308369
ALB,1953,,1343582
ALB,1954,,1381087
ALB,1955,,1418855
ALB,1956,,1456823
ALB,1957,,1497952
ALB,1958,,1543981
ALB,1959,,1595023
ALB,1960,,1649393
ALB,1961,,1698800
ALB,1962,,1743738
ALB,1963,,1791289
ALB,1964,,1841445
ALB,1965,,1894318
ALB,1966,,1950047
ALB,1967,,2008523
ALB,1968,,2068849
ALB,1969,,2126885
ALB,1970,,2181227
ALB,1971,,2234994
ALB,1972,,2289267
ALB,1973,,2344108
ALB,1974,,2399398
ALB,1975,,2454864
ALB,1976,,2510582
ALB,1977,,2566601
ALB,1978,,2624621
ALB,1979,,2681391
ALB,1980,,2735423
ALB,1981,,2790413
ALB,1982,,2846910
ALB,1983,,2905129
ALB,1984,,2964961
ALB,2021,,2849643
ALB,2022,,2827615
ALB,2023,,2811660
DZA,1985,255.586,22008541
DZA,1986,240.39912,22745500
DZA,1987,236.62263,23443628
DZA,1988,223.13094,24109537
DZA,1989,216.49147,24754488
DZA,1990,205.81978,25375816
DZA,1991,203.99115,25987937
DZA,1992,203.64143,26628568
DZA,1993,203.94144,27277040
DZA,1994,202.64119,27887276
DZA,1995,203.82845,28470194
DZA,1996,192.42587,29033045
DZA,1997,180.90137,29579300
DZA,1998,186.70406,30054135
DZA,1999,186.78293,30474359
DZA,2000,159.17569,30903895
DZA,2001,155.60765,31331226
DZA,2002,150.39429,31750833
DZA,2003,153.00684,32175813
DZA,2004,136.83981,32628286
DZA,2005,143.5237,33109258
DZA,2006,134.48117,33623505
DZA,2007,125.07094,34189420
DZA,2008,116.5181,34816962
DZA,2009,114.55361,35490443
DZA,2010,111.74292,36188236
DZA,2011,105.463295,36903375
DZA,2012,99.0758,37646164
DZA,2013,94.34408,38414176
DZA,2014,86.15147,39205035
DZA,2015,89.13265,40019528
DZA,2016,88.9977,40850720
DZA,2017,89.14354,41689304
DZA,2018,79.49121,42505033
DZA,2019,76.71434,43294550
DZA,2020,77.694786,44042093
DZA,-10000,,12090
DZA,-9000,,20150
DZA,-8000,,33584
DZA,-7000,,55973
DZA,-6000,,93289
DZA,-5000,,155482
DZA,-4000,,259137
DZA,-3000,,431895
DZA,-2000,,719826
DZA,-1000,,1199710
DZA,0,,1999517
DZA,100,,1959366
DZA,200,,1920021
DZA,300,,1881466
DZA,400,,1843686
DZA,500,,1806664
DZA,600,,1770386
DZA,700,,1734836
DZA,800,,1700000
DZA,900,,1850000
DZA,1000,,2000000
DZA,1100,,1950000
DZA,1200,,1900000
DZA,1300,,1685000
DZA,1400,,1470000
DZA,1500,,1500000
DZA,1600,,2250000
DZA,1700,,1750000
DZA,1710,,1828250
DZA,1720,,1906500
DZA,1730,,1984750
DZA,1740,,2063000
DZA,1750,,2141250
DZA,1760,,2219500
DZA,1770,,2297750
DZA,1780,,2376000
DZA,1790,,2454250
DZA,1800,,2500000
DZA,1801,,2509126
DZA,1802,,2518286
DZA,1803,,2527479
DZA,1804,,2536706
DZA,1805,,2545967
DZA,1806,,2555261
DZA,1807,,2564589
DZA,1808,,2573951
DZA,1809,,2583348
DZA,1810,,2592813
DZA,1811,,2602278
DZA,1812,,2611778
DZA,1813,,2621312
DZA,1814,,2630882
DZA,1815,,2640486
DZA,1816,,2650125
DZA,1817,,2659800
DZA,1818,,2669510
DZA,1819,,2678262
DZA,1820,,2686052
DZA,1821,,2692874
DZA,1822,,2698723
DZA,1823,,2703593
DZA,1824,,2708472
DZA,1825,,2713360
DZA,1826,,2718256
DZA,1827,,2723162
DZA,1828,,2728076
DZA,1829,,2732999
DZA,1830,,2737931
DZA,1831,,2742872
DZA,1832,,2747822
DZA,1833,,2752781
DZA,1834,,2757748
DZA,1835,,2762725
DZA,1836,,2767711
DZA,1837,,2772705
DZA,1838,,2777709
DZA,1839,,2782722
DZA,1840,,2787744
DZA,1841,,2792774
DZA,1842,,2797814
DZA,1843,,2802863
DZA,1844,,2807921
DZA,1845,,2812989
DZA,1846,,2818065
DZA,1847,,2823150
DZA,1848,,2828245
DZA,1849,,2838059
DZA,1850,,2852648
DZA,1851,,2872405
DZA,1852,,2897058
DZA,1853,,2926664
DZA,1854,,2956573
DZA,1855,,2986788
DZA,1856,,3017311
DZA,1857,,3048147
DZA,1858,,3079297
DZA,1859,,3110766
DZA,1860,,3142556
DZA,1861,,3174671
DZA,1862,,3207115
DZA,1863,,3239889
DZA,1864,,3272999
DZA,1865,,3306447
DZA,1866,,3340237
DZA,1867,,3374372
DZA,1868,,3408856
DZA,1869,,3443692
DZA,1870,,3478884
DZA,1871,,3514436
DZA,1872,,3550350
DZA,1873,,3586632
DZA,1874,,3623285
DZA,1875,,3660312
DZA,1876,,3697718
DZA,1877,,3735505
DZA,1878,,3773679
DZA,1879,,3812243
DZA,1880,,3851201
DZA,1881,,3890557
DZA,1882,,3930315
DZA,1883,,3970479
DZA,1884,,4011054
DZA,1885,,4052043
DZA,1886,,4093452
DZA,1887,,4135283
DZA,1888,,4177542
DZA,1889,,4219933
DZA,1890,,4262454
DZA,1891,,4305104
DZA,1892,,4347882
DZA,1893,,4390784
DZA,1894,,4434110
DZA,1895,,4477863
DZA,1896,,4522048
DZA,1897,,4566669
DZA,1898,,4611731
DZA,1899,,4663386
DZA,1900,,4721802
DZA,1901,,4787149
DZA,1902,,4859600
DZA,1903,,4939332
DZA,1904,,5020372
DZA,1905,,5102742
DZA,1906,,5186463
DZA,1907,,5271557
DZA,1908,,5358048
DZA,1909,,5433528
DZA,1910,,5497750
DZA,1911,,5550464
DZA,1912,,5591415
DZA,1913,,5620343
DZA,1914,,5649420
DZA,1915,,5678648
DZA,1916,,5708027
DZA,1917,,5737558
DZA,1918,,5766569
DZA,1919,,5802743
DZA,1920,,5846192
DZA,1921,,5897033
DZA,1922,,5955381
DZA,1923,,6021355
DZA,1924,,6088060
DZA,1925,,6155505
DZA,1926,,6223696
DZA,1927,,6292643
DZA,1928,,6362353
DZA,1929,,6441431
DZA,1930,,6530132
DZA,1931,,6628718
DZA,1932,,6737455
DZA,1933,,6856617
DZA,1934,,6977885
DZA,1935,,7101299
DZA,1936,,7226895
DZA,1937,,7354713
DZA,1938,,7484792
DZA,1939,,7613042
DZA,1940,,7739370
DZA,1941,,7863680
DZA,1942,,7985870
DZA,1943,,8105839
DZA,1944,,8227611
DZA,1945,,8351211
DZA,1946,,8476669
DZA,1947,,8604011
DZA,1948,,8733267
DZA,1949,,8871792
DZA,1950,,9018423
DZA,1951,,9269869
DZA,1952,,9521212
DZA,1953,,9772646
DZA,1954,,10014393
DZA,1955,,10247428
DZA,1956,,10482183
DZA,1957,,10717503
DZA,1958,,10953641
